CHANNEL,INPUT [mV]
1422,1668.623
1423,1669.766
1424,1670.91
1425,1672.054
1426,1673.198
1427,1674.342
1428,1675.485
1429,1676.629
1430,1677.773
1431,1678.917
1432,1680.06
1433,1681.204
1434,1682.348
1435,1683.492
1436,1684.635
1437,1685.779
1438,1686.923
1439,1688.067
1440,1689.21
1441,1690.354
1442,1691.498
1443,1692.642
1444,1693.785
1445,1694.929
1446,1696.073
1447,1697.217
1448,1698.361
1449,1699.504
1450,1700.672
1451,1701.859
1452,1703.045
1453,1704.231
1454,1705.418
1455,1706.604
1456,1707.791
1457,1708.977
1458,1710.163
1459,1711.35
1460,1712.536
1461,1713.723
1462,1714.909
1463,1716.095
1464,1717.282
1465,1718.468
1466,1719.655
1467,1720.841
1468,1722.027
1469,1723.214
1470,1724.4
1471,1725.586
1472,1726.773
1473,1727.959
1474,1729.146
1475,1730.332
1476,1731.518
1477,1732.705
1478,1733.891
1479,1735.078
1480,1736.264
1481,1737.45
1482,1738.637
1483,1739.823
1484,1741.01
1485,1742.196
1486,1743.382
1487,1744.569
1488,1745.755
1489,1746.942
1490,1748.128
1491,1749.314
1492,1750.501
1493,1751.687
1494,1752.874
1495,1754.06
1496,1755.246
1497,1756.433
1498,1757.619
1499,1758.806
1500,1759.992
1501,1761.178
1502,1762.365
1503,1763.551
1504,1764.738
1505,1765.924
1506,1767.11
1507,1768.297
1508,1769.483
1509,1770.67
1510,1771.856
1511,1773.042
1512,1774.229
1513,1775.415
1514,1776.601
1515,1777.788
1516,1778.974
1517,1780.161
1518,1781.347
1519,1782.533
1520,1783.72
1521,1784.906
1522,1786.093
1523,1787.279
1524,1788.465
1525,1789.652
1526,1790.838
1527,1792.025
1528,1793.211
1529,1794.397
1530,1795.584
1531,1796.77
1532,1797.957
1533,1799.143
1534,1800.326
1535,1801.499
1536,1802.673
1537,1803.846
1538,1805.02
1539,1806.193
1540,1807.367
1541,1808.54
1542,1809.713
1543,1810.887
1544,1812.06
1545,1813.234
1546,1814.407
1547,1815.581
1548,1816.754
1549,1817.928
1550,1819.101
1551,1820.275
1552,1821.448
1553,1822.622
1554,1823.795
1555,1824.968
1556,1826.142
1557,1827.315
1558,1828.489
1559,1829.662
1560,1830.836
1561,1832.009
1562,1833.183
1563,1834.356
1564,1835.53
1565,1836.703
1566,1837.877
1567,1839.05
1568,1840.223
1569,1841.397
1570,1842.57
1571,1843.744
1572,1844.917
1573,1846.091
1574,1847.264
1575,1848.438
1576,1849.611
1577,1850.785
1578,1851.958
1579,1853.132
1580,1854.305
1581,1855.478
1582,1856.652
1583,1857.825
1584,1858.999
1585,1860.172
1586,1861.346
1587,1862.519
1588,1863.693
1589,1864.866
1590,1866.04
1591,1867.213
1592,1868.387
1593,1869.56
1594,1870.733
1595,1871.907
1596,1873.08
1597,1874.254
1598,1875.427
1599,1876.601
1600,1877.774
1601,1878.948
1602,1880.121
1603,1881.295
1604,1882.468
1605,1883.642
1606,1884.815
1607,1885.988
1608,1887.162
1609,1888.335
1610,1889.509
1611,1890.682
1612,1891.856
1613,1893.029
1614,1894.203
1615,1895.376
1616,1896.55
1617,1897.723
1618,1898.897
1619,1900.07
1620,1901.245
1621,1902.42
1622,1903.595
1623,1904.77
1624,1905.945
1625,1907.12
1626,1908.295
1627,1909.471
1628,1910.646
1629,1911.821
1630,1912.996
1631,1914.171
1632,1915.346
1633,1916.521
1634,1917.696
1635,1918.871
1636,1920.046
1637,1921.221
1638,1922.396
1639,1923.571
1640,1924.746
1641,1925.921
1642,1927.096
1643,1928.271
1644,1929.446
1645,1930.621
1646,1931.796
1647,1932.972
1648,1934.147
1649,1935.322
1650,1936.497
1651,1937.672
1652,1938.847
1653,1940.022
1654,1941.197
1655,1942.372
1656,1943.547
1657,1944.722
1658,1945.897
1659,1947.072
1660,1948.247
1661,1949.422
1662,1950.597
1663,1951.772
1664,1952.947
1665,1954.122
1666,1955.298
1667,1956.473
1668,1957.648
1669,1958.823
1670,1959.998
1671,1961.173
1672,1962.348
1673,1963.523
1674,1964.698
1675,1965.873
1676,1967.048
1677,1968.223
1678,1969.398
1679,1970.573
1680,1971.748
1681,1972.923
1682,1974.098
1683,1975.273
1684,1976.448
1685,1977.624
1686,1978.799
1687,1979.974
1688,1981.149
1689,1982.324
1690,1983.499
1691,1984.674
1692,1985.849
1693,1987.024
1694,1988.199
1695,1989.374
1696,1990.549
1697,1991.724
1698,1992.899
1699,1994.074
1700,1995.249
1701,1996.424
1702,1997.599
1703,1998.774
1704,1999.95
1705,2001.125
1706,2002.3
1707,2003.475
1708,2004.65
1709,2005.825
1710,2007.0
1711,2008.175
1712,2009.35
1713,2010.525
1714,2011.7
1715,2012.875
1716,2014.05
1717,2015.225
1718,2016.4
1719,2017.575
1720,2018.75
1721,2019.925
1722,2021.1
1723,2022.275
1724,2023.451
1725,2024.626
1726,2025.801
1727,2026.976
1728,2028.151
1729,2029.326
1730,2030.501
1731,2031.676
1732,2032.851
1733,2034.026
1734,2035.201
1735,2036.376
1736,2037.551
1737,2038.726
1738,2039.901
1739,2041.076
1740,2042.251
1741,2043.426
1742,2044.601
1743,2045.777
1744,2046.952
1745,2048.127
1746,2049.302
1747,2050.477
1748,2051.652
1749,2052.827
1750,2054.002
1751,2055.177
1752,2056.352
1753,2057.527
1754,2058.702
1755,2059.877
1756,2061.052
1757,2062.227
1758,2063.402
1759,2064.577
1760,2065.752
1761,2066.927
1762,2068.103
1763,2069.278
1764,2070.453
